CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
6902685,1,1,4,M,60,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6902962,2,1,4,M,51,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6903019,1,1,4,M,26,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6905003,1,1,4,M,23,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2015
6905003,2,1,2,F,998,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6905946,1,1,4,F,35,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6907136,2,1,4,M,26,4,2,P,-,2,"SAN DIEGO","SAN DIEGO",2015
6907196,2,1,4,M,45,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6907212,2,1,4,F,29,4,0,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6907280,1,1,4,M,67,4,9,-,W,3,"SAN DIEGO","SAN DIEGO",2015
6909241,1,1,4,M,49,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6909242,2,1,4,M,47,4,9,P,V,3,"SAN DIEGO","SAN DIEGO",2015
6909243,1,1,2,M,46,0,3,M,G,3,"SAN DIEGO","SAN DIEGO",2015
6909243,2,1,4,M,31,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2015
6910527,1,1,4,M,18,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2015
6910532,1,1,4,M,13,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2015
6910540,1,1,4,F,21,4,1,-,-,1,"SAN DIEGO","SAN DIEGO",2015
6910552,1,1,4,M,15,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6911301,2,1,4,M,34,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6916224,2,1,4,M,31,4,9,P,V,3,"SAN DIEGO","SAN DIEGO",2015
6920902,2,1,4,F,26,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6921556,2,1,4,M,42,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6922256,2,1,4,F,20,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2015
6922283,1,1,4,M,44,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6925528,2,1,4,-,32,3,9,-,W,3,"SAN DIEGO","SAN DIEGO",2015
6925930,2,1,4,-,18,3,9,M,V,3,"SAN DIEGO","SAN DIEGO",2015
6928916,2,1,4,M,29,3,1,B,W,1,"SAN DIEGO","SAN DIEGO",2015
6928932,1,1,4,F,21,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6928951,2,1,4,F,23,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6934244,1,1,2,M,2,0,6,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6934244,2,1,4,-,13,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6934263,1,1,4,M,13,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6934271,1,1,4,F,20,3,9,V,-,1,"SAN DIEGO","SAN DIEGO",2015
6934275,2,1,4,M,32,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6934317,1,1,4,M,47,4,0,P,-,3,"SAN DIEGO","SAN DIEGO",2015
6934350,2,1,4,M,16,3,9,P,-,3,"SAN DIEGO","SAN DIEGO",2015
6935275,1,1,4,M,50,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6937157,1,1,4,F,55,4,1,P,W,3,"SAN DIEGO","SAN DIEGO",2015
6937158,1,1,4,M,63,4,9,-,W,1,"SAN DIEGO","SAN DIEGO",2015
6938181,2,1,4,M,27,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6938184,1,1,4,M,55,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6940058,1,1,2,F,19,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6940058,2,1,4,M,37,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6940897,1,1,4,F,35,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6940897,2,1,2,F,60,0,2,M,G,3,"SAN DIEGO","SAN DIEGO",2015
6941278,2,1,4,F,28,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6941361,2,1,4,M,54,3,9,-,-,1,"SAN DIEGO","SAN DIEGO",2015
6946790,1,1,4,M,32,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2015
6946790,2,1,2,M,28,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6946790,2,2,2,M,1,0,6,M,Q,0,"SAN DIEGO","SAN DIEGO",2015
6947489,1,1,4,M,35,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6947498,1,1,4,M,16,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6947510,1,1,4,M,42,3,1,-,W,0,"SAN DIEGO","SAN DIEGO",2015
6947717,1,1,3,M,68,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6949854,2,1,4,M,33,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6950256,1,1,4,M,20,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6951288,1,1,4,M,35,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6951292,1,1,4,M,24,3,0,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6953146,1,1,4,M,32,2,1,-,W,1,"SAN DIEGO","SAN DIEGO",2015
6955849,1,1,2,F,18,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6955849,2,1,4,M,42,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6960122,1,1,2,M,27,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6960122,2,1,4,M,59,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6960162,1,1,4,M,25,2,1,P,V,2,"SAN DIEGO","SAN DIEGO",2015
6960162,2,1,2,F,5,0,6,M,Q,0,"SAN DIEGO","SAN DIEGO",2015
6960197,1,1,4,M,13,4,9,-,W,3,"SAN DIEGO","SAN DIEGO",2015
6960225,1,1,4,F,40,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6960229,1,1,4,M,51,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6960247,1,1,4,M,21,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6960275,1,1,4,M,63,4,1,P,-,3,"SAN DIEGO","SAN DIEGO",2015
6964441,1,1,3,M,61,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6964441,2,1,4,F,27,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6965586,2,1,4,M,56,4,9,-,-,1,"SAN DIEGO","SAN DIEGO",2015
6965918,3,1,4,F,37,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6966448,1,1,4,M,10,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6967418,2,1,4,M,33,3,1,P,-,2,"SAN DIEGO","SAN DIEGO",2015
6967486,1,1,4,M,56,3,9,P,-,1,"SAN DIEGO","SAN DIEGO",2015
6970210,2,1,4,F,36,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2015
6970226,1,1,3,F,28,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6970259,1,1,4,M,58,4,9,-,W,1,"SAN DIEGO","SAN DIEGO",2015
6975574,1,1,4,M,15,3,1,-,V,1,"SAN DIEGO","SAN DIEGO",2015
6975637,2,1,4,F,44,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6975664,1,1,4,F,17,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6976010,1,1,4,M,22,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2015
6976010,2,1,2,F,33,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6976010,2,2,2,M,8,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6976165,1,1,4,F,14,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6976169,1,1,4,M,30,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6976189,1,1,4,F,49,3,1,P,-,3,"SAN DIEGO","SAN DIEGO",2015
6978053,2,1,4,M,28,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6978423,2,1,4,M,43,4,1,V,-,0,"SAN DIEGO","SAN DIEGO",2015
6978560,2,1,4,M,33,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6978874,1,1,4,M,57,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6978938,1,1,4,F,70,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6978943,1,1,2,F,8,0,5,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6978943,1,2,2,M,7,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6978943,1,3,2,F,3,0,4,M,Q,0,"SAN DIEGO","SAN DIEGO",2015
6978943,2,1,4,M,21,3,1,-,V,3,"SAN DIEGO","SAN DIEGO",2015
6979799,1,1,4,M,43,2,1,P,W,2,"SAN DIEGO","SAN DIEGO",2015
6980256,1,1,4,M,24,3,9,M,G,3,"SAN DIEGO","SAN DIEGO",2015
6981234,2,1,4,-,29,4,9,-,V,3,"SAN DIEGO","SAN DIEGO",2015
6982549,1,1,4,M,8,3,1,-,W,1,"SAN DIEGO","SAN DIEGO",2015
6982549,2,1,4,F,6,4,1,-,W,1,"SAN DIEGO","SAN DIEGO",2015
6982553,2,1,4,M,15,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6986970,1,1,4,M,25,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2015
6989444,2,1,4,M,15,4,1,-,W,1,"SAN DIEGO","SAN DIEGO",2015
6989464,1,1,4,M,73,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2015
6989464,2,1,2,F,7,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6989507,1,1,4,M,40,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6989719,1,1,4,M,13,4,9,V,-,3,"SAN DIEGO","SAN DIEGO",2015
6989727,1,1,4,M,47,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6989739,2,1,4,F,22,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6993258,1,1,4,M,47,4,0,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6993511,2,1,4,-,13,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6994202,1,1,4,M,14,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6994451,1,1,4,F,23,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6994646,1,1,4,M,53,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6994671,1,1,4,M,10,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6995762,1,1,4,M,75,2,9,-,W,3,"SAN DIEGO","SAN DIEGO",2015
6995794,1,1,4,M,11,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6995798,2,1,3,F,58,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6995802,2,1,4,F,51,3,9,P,V,2,"SAN DIEGO","SAN DIEGO",2015
6995948,1,1,4,M,50,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6996690,1,1,4,-,998,4,9,-,-,0,"SAN DIEGO","SAN DIEGO",2015
7000642,1,1,4,M,18,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7000650,1,1,2,-,998,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7000650,1,2,2,-,998,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7000650,1,3,2,-,998,0,5,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7000650,2,1,4,M,27,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7000658,2,1,4,M,36,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7000678,1,1,4,M,27,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7000699,2,1,4,M,50,3,9,-,P,3,"SAN DIEGO","SAN DIEGO",2015
7004167,1,1,4,M,25,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7004168,1,1,4,F,19,3,9,B,-,0,"SAN DIEGO","SAN DIEGO",2015
7004178,1,1,4,M,32,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7004215,1,1,4,M,43,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7004220,1,1,4,F,33,2,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7004236,1,1,4,M,40,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7005849,1,1,4,-,9,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7005853,1,1,4,M,48,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7005873,1,1,4,M,12,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7005885,1,1,4,M,36,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7006285,1,1,4,M,63,1,1,N,V,1,"SAN DIEGO","SAN DIEGO",2015
7006285,2,1,2,F,43,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7010505,2,1,4,M,54,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7010510,2,1,4,F,44,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7010521,1,1,4,M,59,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7010521,2,1,2,F,42,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7010526,1,1,4,M,22,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2015
7010527,2,1,4,M,59,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
7010536,1,1,4,M,998,3,1,B,V,1,"SAN DIEGO","SAN DIEGO",2015
7010723,2,1,4,-,76,3,1,P,-,3,"SAN DIEGO","SAN DIEGO",2015
7011936,2,1,4,F,20,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7017722,1,1,4,M,51,3,0,P,-,3,"SAN DIEGO","SAN DIEGO",2015
7017818,1,1,4,M,30,3,1,N,V,1,"SAN DIEGO","SAN DIEGO",2015
7017830,1,1,4,M,40,3,1,N,-,1,"SAN DIEGO","SAN DIEGO",2015
7020187,2,1,4,-,26,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7021522,1,1,4,M,59,4,1,P,W,2,"SAN DIEGO","SAN DIEGO",2015
7021530,1,1,4,M,54,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7021534,1,1,4,-,26,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7022212,1,1,4,M,48,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7025985,2,1,4,M,24,3,9,-,W,1,"SAN DIEGO","SAN DIEGO",2015
7025989,1,1,2,M,20,0,3,M,C,0,"SAN DIEGO","SAN DIEGO",2015
7025989,1,2,2,F,15,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7025989,2,1,4,M,55,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2015
7026135,1,1,4,M,27,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7031131,2,1,4,M,35,3,0,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7031148,1,1,4,M,65,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
7031196,2,1,4,M,31,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7031775,1,1,2,M,26,0,5,M,G,3,"SAN DIEGO","SAN DIEGO",2015
7031775,2,1,4,M,32,3,9,V,-,3,"SAN DIEGO","SAN DIEGO",2015
7031811,2,1,4,M,19,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7032587,2,1,4,M,41,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7032591,1,1,1,M,23,3,1,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7032591,2,1,4,M,29,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2015
7032636,1,1,4,M,58,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7033469,1,1,4,M,30,3,1,-,W,0,"SAN DIEGO","SAN DIEGO",2015
7033483,2,1,4,-,25,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7033486,1,1,4,F,21,4,1,-,V,3,"SAN DIEGO","SAN DIEGO",2015
7039491,1,1,4,M,64,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7039495,1,1,4,M,56,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7039499,1,1,4,F,65,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7039507,1,1,4,M,42,4,9,-,V,3,"SAN DIEGO","SAN DIEGO",2015
7039997,1,1,4,-,63,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7042944,1,1,4,M,14,3,1,G,W,1,"SAN DIEGO","SAN DIEGO",2015
7042944,2,1,2,M,67,0,3,G,M,0,"SAN DIEGO","SAN DIEGO",2015
7042944,2,2,2,M,4,0,4,G,M,0,"SAN DIEGO","SAN DIEGO",2015
7042944,2,3,2,F,2,0,6,G,M,0,"SAN DIEGO","SAN DIEGO",2015
7042950,1,1,4,M,76,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7043015,1,1,4,F,20,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
7043019,1,1,4,M,28,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7043735,2,1,4,F,75,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7044311,2,1,4,M,47,4,1,P,V,2,"SAN DIEGO","SAN DIEGO",2015
7047971,1,1,4,M,39,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7047988,1,1,4,M,55,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7047996,1,1,4,M,64,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7049667,1,1,4,M,20,3,0,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7049984,1,1,4,F,37,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7050061,1,1,2,M,22,0,2,M,G,3,"SAN DIEGO","SAN DIEGO",2015
7050061,2,1,4,M,39,4,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7050064,2,1,4,M,45,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2015
7052864,2,1,4,M,25,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7052868,1,1,4,M,38,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2015
7052887,2,1,4,M,49,3,9,W,-,3,"SAN DIEGO","SAN DIEGO",2015
7053051,2,1,4,M,37,3,9,P,V,3,"SAN DIEGO","SAN DIEGO",2015
7053063,1,1,4,M,50,4,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7053083,1,1,4,M,59,2,1,D,W,2,"SAN DIEGO","SAN DIEGO",2015
7053092,1,1,4,F,53,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7053139,1,1,4,M,29,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2015
7053196,2,1,4,M,45,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7053846,1,1,4,M,36,2,1,-,W,1,"SAN DIEGO","SAN DIEGO",2015
7056026,2,1,4,M,14,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7056027,1,1,4,M,25,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7057814,1,1,4,M,72,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7057995,1,1,4,M,53,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7057996,1,1,4,M,67,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7058034,1,1,4,F,31,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7058170,1,1,4,M,18,4,9,-,W,3,"SAN DIEGO","SAN DIEGO",2015
7061590,2,1,4,-,30,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7061898,2,1,4,M,38,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7061901,1,1,4,M,20,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7061901,2,1,2,F,31,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7063098,1,1,4,M,29,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2015
7063098,2,1,2,F,15,4,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7063099,1,1,4,F,59,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2015
7064201,1,1,4,M,27,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7064259,1,1,4,M,14,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7064268,1,1,4,M,14,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7064681,1,1,4,-,11,4,1,P,U,3,"SAN DIEGO","SAN DIEGO",2015
7066750,1,1,4,M,29,3,1,-,-,1,"SAN DIEGO","SAN DIEGO",2015
7067013,1,1,4,F,56,3,1,V,-,2,"SAN DIEGO","SAN DIEGO",2015
7067014,1,1,4,F,53,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7067014,2,1,4,M,43,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7067169,1,1,4,M,31,3,9,-,V,3,"SAN DIEGO","SAN DIEGO",2015
7067255,1,1,4,M,13,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7067256,1,1,4,M,22,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2015
7067277,1,1,2,M,45,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7067277,1,2,2,M,45,0,6,P,G,0,"SAN DIEGO","SAN DIEGO",2015
7067277,2,1,2,M,49,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7067289,2,1,4,F,23,4,1,M,P,1,"SAN DIEGO","SAN DIEGO",2015
7067314,2,1,4,M,42,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7067417,1,1,4,M,36,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
7067680,2,1,4,M,25,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7068279,1,1,4,M,37,3,1,-,-,1,"SAN DIEGO","SAN DIEGO",2015
7068286,2,1,4,F,56,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7068429,2,1,4,M,21,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7068430,1,1,4,M,64,2,1,W,-,1,"SAN DIEGO","SAN DIEGO",2015
7069772,1,1,4,M,60,2,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7069951,2,1,4,M,59,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7072570,1,1,2,F,36,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7072570,2,1,4,M,49,4,9,-,-,1,"SAN DIEGO","SAN DIEGO",2015
7072674,1,1,4,M,18,3,1,P,G,0,"SAN DIEGO","SAN DIEGO",2015
7078909,1,1,4,M,18,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2014
7080300,1,1,4,M,27,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7082009,1,1,4,F,23,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7082012,2,1,4,F,23,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7082016,2,1,4,F,46,4,1,P,V,2,"SAN DIEGO","SAN DIEGO",2015
7087117,1,1,4,-,42,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7087117,2,1,2,F,64,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7087117,2,2,2,M,29,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7087691,1,1,4,-,46,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7087699,1,1,4,M,45,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7088027,2,1,4,M,12,3,9,P,-,3,"SAN DIEGO","SAN DIEGO",2015
7088032,1,1,4,M,38,2,1,P,V,2,"SAN DIEGO","SAN DIEGO",2015
7088048,2,1,4,F,55,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7090808,2,1,4,M,62,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7090814,1,1,4,F,64,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
7090814,2,1,4,F,64,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
7090815,1,1,4,M,51,3,9,P,-,1,"SAN DIEGO","SAN DIEGO",2015
7090815,2,1,2,-,998,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
7090847,1,1,4,F,33,2,1,W,-,1,"SAN DIEGO","SAN DIEGO",2015
7090879,1,1,4,F,32,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7093437,1,1,4,M,28,3,9,V,-,1,"SAN DIEGO","SAN DIEGO",2015
7097004,2,1,4,M,32,3,9,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7097028,1,1,4,M,72,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7098448,1,1,4,F,65,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7098610,2,1,4,M,37,3,1,U,V,0,"SAN DIEGO","SAN DIEGO",2015
7098638,1,1,4,M,50,3,1,-,-,0,"SAN DIEGO","SAN DIEGO",2015
7098671,1,1,4,M,41,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2015
7099442,1,1,4,M,51,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2015
7099472,1,1,4,F,53,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2015
7099492,2,1,4,M,60,3,9,P,W,3,"SAN DIEGO","SAN DIEGO",2015
7099509,2,1,4,M,27,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7102929,2,1,4,M,31,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7102980,1,1,4,M,16,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2015
7103004,1,1,4,M,17,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7103008,1,1,4,M,53,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
7103008,2,1,2,F,22,0,3,M,E,0,"SAN DIEGO","SAN DIEGO",2015
7103016,1,1,4,M,36,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7103016,2,1,4,M,30,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7103024,1,1,4,M,59,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7103032,1,1,4,F,20,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
7103061,2,1,4,F,47,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7103069,1,1,4,-,36,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7106409,1,1,4,M,13,4,1,N,V,1,"SAN DIEGO","SAN DIEGO",2015
7106411,2,1,4,F,49,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
7106416,2,1,4,-,67,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7106421,1,1,4,M,51,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
7106547,1,1,4,M,80,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
7106548,1,1,4,M,32,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
